,price,propertyType,size,exterior,rooms,bathrooms,province,municipality,distance,status,newDevelopment,floor,district,hasLift,parkingSpace
431,720.0,flat,69.6,True,2,1,Madrid,Alcalá de Henares,28624,good,False,2,Las Sedas - El Olivar,True,True
432,750.0,flat,55.0,True,2,1,Madrid,Madrid,7462,good,False,1,Fuencarral,False,desconocido
433,720.0,studio,48.0,True,0,1,Madrid,Madrid,5808,good,False,1,Ciudad Lineal,True,True
434,725.0,studio,44.0,False,0,1,Madrid,Madrid,1140,good,False,8,Centro,True,desconocido
435,750.0,flat,80.0,False,2,1,Madrid,Madrid,8011,good,False,5,Villaverde,True,True
436,550.0,flat,86.0,True,2,1,Madrid,Torrelaguna,47448,good,False,1,desconocido,True,desconocido
437,640.0,flat,69.0,True,2,1,Madrid,Villalbilla,29311,good,False,2,desconocido,True,True
438,700.0,flat,54.0,True,1,1,Madrid,Getafe,11656,good,False,1,Getafe Centro,True,desconocido
439,700.0,flat,59.0,True,1,1,Madrid,Madrid,7529,good,False,6,Carabanchel,True,True
440,700.0,flat,75.0,True,2,1,Madrid,Alcalá de Henares,30359,good,False,1,Pryconsa - Poligono Europa,False,desconocido
441,695.0,flat,62.0,False,2,1,Madrid,Alcobendas,15162,good,False,3,Alcobendas Centro,False,desconocido
